Toplam segment,Train,Test,Tarih araligi,Benzersiz otobus,Benzersiz yon,Benzersiz gun,Saat araligi,Ortalama travel_minutes,Std travel_minutes
138282,110625,27657,2026-04-02 — 2026-04-28,260,2,27,6:00 — 22:00,1.193,1.238
